Date,Open,High,Low,Close,Adj Close,Volume
2002/9/20,0.261071,0.266786,0.259286,0.265536,0.227372,352788800
2002/9/23,0.263571,0.267143,0.258036,0.265179,0.227066,263709600
2002/9/24,0.257143,0.264643,0.257143,0.261429,0.223855,250661600
2002/9/25,0.262321,0.270893,0.261607,0.266607,0.228289,254682400
2002/9/26,0.269643,0.27125,0.259821,0.2625,0.224772,208644800
2002/9/27,0.25875,0.265179,0.258571,0.262857,0.225078,206152800
2002/9/30,0.257143,0.260179,0.2525,0.258929,0.221714,237697600
2002/10/1,0.260536,0.260714,0.25,0.259107,0.221867,342423200
2002/10/2,0.255893,0.26125,0.251786,0.253036,0.216668,229348000
2002/10/3,0.253214,0.260714,0.251071,0.255357,0.218656,217896000
2002/10/4,0.256429,0.257143,0.249821,0.250536,0.214528,190825600
2002/10/7,0.249464,0.25375,0.245714,0.245893,0.210552,244697600
2002/10/8,0.248214,0.249286,0.238571,0.244286,0.209176,453644800
2002/10/9,0.241786,0.247321,0.239464,0.242679,0.2078,356686400
2002/10/10,0.243393,0.253929,0.2425,0.251964,0.21575,321574400
2002/10/11,0.254464,0.263929,0.251786,0.259107,0.221867,294677600
2002/10/14,0.259821,0.2675,0.257857,0.26375,0.225842,194404000
2002/10/15,0.271786,0.272321,0.263929,0.270714,0.231805,405518400
2002/10/16,0.265357,0.270179,0.248214,0.26,0.222631,307624800
2002/10/17,0.25375,0.256786,0.249643,0.251964,0.21575,469296800
2002/10/18,0.25,0.25625,0.24875,0.256071,0.219267,288299200
2002/10/21,0.254643,0.26125,0.25,0.26,0.222631,238520800
2002/10/22,0.258393,0.265714,0.254643,0.2625,0.224772,218148000
2002/10/23,0.26125,0.2675,0.258929,0.265714,0.227524,209036800
2002/10/24,0.268214,0.271607,0.259821,0.262321,0.224619,174748000
2002/10/25,0.262321,0.275893,0.260536,0.275357,0.235781,279070400
2002/10/28,0.277679,0.284821,0.272321,0.27875,0.238686,349300000
2002/10/29,0.278036,0.283571,0.267143,0.275714,0.236087,259179200
2002/10/30,0.276607,0.292321,0.276429,0.285357,0.244344,270676000
2002/10/31,0.285536,0.293571,0.284286,0.286964,0.24572,295836800
2002/11/1,0.284643,0.294643,0.28375,0.292143,0.250155,189828800
2002/11/4,0.294643,0.310357,0.291964,0.301607,0.258258,376818400
2002/11/5,0.299107,0.302857,0.291964,0.301786,0.258411,210694400
2002/11/6,0.305,0.309286,0.298214,0.3075,0.263304,216389600
2002/11/7,0.3025,0.305357,0.282321,0.285714,0.244649,336179200
2002/11/8,0.285893,0.289286,0.277143,0.282857,0.242203,190064000
2002/11/11,0.281071,0.28375,0.27,0.270714,0.231805,152975200
2002/11/12,0.273571,0.286429,0.272857,0.279286,0.239145,223792800
2002/11/13,0.276786,0.286964,0.272857,0.278393,0.238381,231739200
2002/11/14,0.283929,0.293036,0.281786,0.291071,0.249237,141713600
2002/11/15,0.289821,0.29,0.281429,0.284821,0.243885,160994400
2002/11/18,0.289107,0.289286,0.277143,0.279464,0.239298,164578400
2002/11/19,0.277679,0.28125,0.268036,0.272679,0.233488,210952000
2002/11/20,0.273214,0.280357,0.272321,0.277321,0.237463,208740000
2002/11/21,0.283929,0.293571,0.28125,0.291964,0.250001,418482400
2002/11/22,0.287321,0.291071,0.283929,0.285893,0.244803,227858400
2002/11/25,0.28625,0.288214,0.280536,0.285179,0.244191,199427200
2002/11/26,0.283036,0.283929,0.272679,0.275179,0.235629,240262400
2002/11/27,0.278571,0.283214,0.275893,0.280714,0.240368,286798400
2002/11/29,0.281964,0.283571,0.275179,0.276786,0.237005,143432800
2002/12/2,0.283929,0.2875,0.268036,0.271071,0.232111,398742400
2002/12/3,0.271429,0.273929,0.269643,0.270714,0.231805,227869600
2002/12/4,0.271071,0.27125,0.258929,0.267321,0.2289,325757600
2002/12/5,0.268393,0.269286,0.259464,0.26125,0.223702,243398400
2002/12/6,0.261607,0.27125,0.259286,0.266964,0.228594,245358400
2002/12/9,0.266786,0.266964,0.261964,0.263393,0.225537,236084800
2002/12/10,0.263393,0.275893,0.263036,0.272857,0.23364,308610400
2002/12/11,0.273214,0.276607,0.269286,0.276607,0.236851,253500800
2002/12/12,0.276964,0.277679,0.268036,0.27125,0.232264,149340800
2002/12/13,0.270357,0.270536,0.261607,0.264107,0.226148,164780000
2002/12/16,0.264464,0.269643,0.260893,0.265179,0.227066,251624800
2002/12/17,0.265179,0.27125,0.261786,0.269286,0.230583,222661600
2002/12/18,0.264286,0.265357,0.258929,0.260179,0.222785,150701600
2002/12/19,0.259464,0.266429,0.251786,0.253571,0.217126,347519200
2002/12/20,0.255179,0.26,0.246071,0.2525,0.216209,318096800
2002/12/23,0.252857,0.259821,0.252143,0.25875,0.221561,125826400
2002/12/24,0.257857,0.258393,0.255357,0.256429,0.219574,39340000
2002/12/26,0.2575,0.264464,0.255,0.257143,0.220185,85422400
2002/12/27,0.255536,0.256786,0.250179,0.251071,0.214986,80035200
2002/12/30,0.251429,0.252679,0.247143,0.25125,0.215139,155041600
2002/12/31,0.25,0.256429,0.249107,0.255893,0.219115,200726400
2003/1/2,0.256429,0.266429,0.25625,0.264286,0.226301,181428800
2003/1/3,0.264286,0.266607,0.260536,0.266071,0.22783,147453600
2003/1/6,0.268393,0.274643,0.265714,0.266071,0.22783,390532800
2003/1/7,0.264107,0.267857,0.258393,0.265179,0.227066,342344800
2003/1/8,0.260357,0.262679,0.257857,0.259821,0.222478,229644800
2003/1/9,0.261071,0.266429,0.258929,0.262143,0.224466,215252800
2003/1/10,0.260357,0.264643,0.25875,0.262857,0.225078,175100800
2003/1/13,0.266071,0.266071,0.256429,0.26125,0.223702,178942400
2003/1/14,0.262321,0.264643,0.25875,0.260893,0.223396,186860800
2003/1/15,0.260536,0.2625,0.254643,0.257679,0.220644,371128800
2003/1/16,0.25375,0.263571,0.25375,0.261071,0.223548,559070400
2003/1/17,0.26,0.26,0.251429,0.251786,0.215598,266761600
2003/1/21,0.25375,0.257321,0.25,0.250357,0.214374,253456000
2003/1/22,0.249643,0.252679,0.246429,0.247857,0.212234,215140800
2003/1/23,0.250893,0.256429,0.249107,0.253036,0.216668,228256000
2003/1/24,0.254286,0.254286,0.242143,0.246429,0.211011,305468800
2003/1/27,0.244286,0.258929,0.24375,0.252321,0.216056,391406400
2003/1/28,0.254286,0.262321,0.252857,0.260357,0.222937,286255200
2003/1/29,0.259821,0.269643,0.255357,0.266607,0.228289,373044000
2003/1/30,0.2675,0.269107,0.255179,0.255714,0.218961,407058400
2003/1/31,0.253393,0.259821,0.250893,0.256429,0.219574,341224800
2003/2/3,0.257321,0.26625,0.25625,0.261786,0.224161,264784800
2003/2/4,0.258036,0.261607,0.255536,0.260714,0.223243,317413600
2003/2/5,0.262679,0.266607,0.257857,0.258036,0.22095,221614400
2003/2/6,0.256429,0.260536,0.253929,0.257679,0.220644,179149600
2003/2/7,0.259821,0.260714,0.25125,0.252679,0.216363,269701600
2003/2/10,0.254643,0.260179,0.251071,0.25625,0.21942,167888000
2003/2/11,0.258929,0.26125,0.253571,0.25625,0.21942,164780000
2003/2/12,0.254821,0.260714,0.254821,0.256964,0.220032,228687200
2003/2/13,0.257321,0.261429,0.254286,0.259643,0.222326,208493600
2003/2/14,0.260893,0.262857,0.25625,0.261964,0.224313,243297600
2003/2/18,0.263393,0.273214,0.262857,0.272679,0.233488,290897600
2003/2/19,0.269107,0.270536,0.262143,0.265179,0.227066,240368800
2003/2/20,0.265179,0.267143,0.262679,0.26375,0.225842,224352800
2003/2/21,0.264643,0.268929,0.261607,0.267857,0.229359,157444000
2003/2/24,0.265357,0.268393,0.246429,0.263214,0.225383,180252800
2003/2/25,0.262143,0.269286,0.260357,0.268214,0.229665,188641600
2003/2/26,0.267679,0.268214,0.258571,0.258929,0.221714,217095200
2003/2/27,0.260179,0.267857,0.259107,0.265357,0.227218,154341600
2003/2/28,0.265357,0.269464,0.26375,0.268036,0.229512,195098400
2003/3/3,0.268036,0.270714,0.259821,0.261607,0.224007,203761600
2003/3/4,0.263214,0.264464,0.257857,0.26,0.222631,126414400
2003/3/5,0.260893,0.264286,0.259286,0.261071,0.223548,126683200
2003/3/6,0.260357,0.260714,0.257143,0.26,0.222631,99859200
2003/3/7,0.258393,0.262679,0.255536,0.259464,0.222172,200984000
2003/3/10,0.259107,0.261964,0.255357,0.256607,0.219726,134573600
2003/3/11,0.256429,0.25875,0.252143,0.254107,0.217585,161190400
2003/3/12,0.253036,0.256964,0.251071,0.253929,0.217433,222560800
2003/3/13,0.258393,0.264286,0.253036,0.262857,0.225078,335445600
2003/3/14,0.262143,0.268036,0.261429,0.263929,0.225996,153098400
2003/3/17,0.265893,0.269107,0.262679,0.268036,0.229512,399912800
2003/3/18,0.267857,0.269464,0.264643,0.267857,0.229359,229980800
2003/3/19,0.269107,0.270536,0.264107,0.266964,0.228594,141316000
2003/3/20,0.266607,0.267679,0.260714,0.26625,0.227983,163178400
2003/3/21,0.269464,0.270536,0.264643,0.267857,0.229359,297948000
2003/3/24,0.261964,0.264286,0.25625,0.256607,0.219726,161100800
2003/3/25,0.257321,0.264821,0.256607,0.259821,0.222478,167697600
2003/3/26,0.259821,0.26,0.255357,0.257321,0.220337,178343200
2003/3/27,0.255714,0.2625,0.255714,0.25875,0.221561,122393600
2003/3/28,0.257143,0.261071,0.256607,0.260179,0.222785,145303200
2003/3/31,0.255893,0.259464,0.250714,0.2525,0.216209,256659200
2003/4/1,0.253571,0.255536,0.25125,0.252857,0.216515,154341600
2003/4/2,0.256429,0.262321,0.254821,0.260714,0.223243,171371200
2003/4/3,0.26,0.2625,0.25625,0.258214,0.221102,145712000
2003/4/4,0.259286,0.261964,0.256964,0.257321,0.220337,146020000
2003/4/7,0.265179,0.266964,0.257321,0.25875,0.221561,196862400
2003/4/8,0.259107,0.261607,0.256429,0.258036,0.22095,128934400
2003/4/9,0.259286,0.261071,0.2525,0.253393,0.216974,146725600
2003/4/10,0.253571,0.256964,0.253571,0.256607,0.219726,107100000
2003/4/11,0.250893,0.257857,0.230893,0.235714,0.201836,1392708800
2003/4/14,0.244821,0.245536,0.241071,0.2425,0.207646,502958400
2003/4/15,0.242679,0.242857,0.2375,0.239107,0.204741,303968000
2003/4/16,0.231964,0.244107,0.230714,0.236429,0.202448,1016176000
2003/4/17,0.235714,0.236607,0.227143,0.234286,0.200613,616257600
2003/4/21,0.234464,0.235536,0.231786,0.234643,0.200919,152320000
2003/4/22,0.235357,0.243214,0.23375,0.24125,0.206576,300568800
2003/4/23,0.241607,0.243393,0.238571,0.2425,0.207646,209680800
2003/4/24,0.241429,0.243036,0.232143,0.24,0.205506,325108000
2003/4/25,0.240357,0.2425,0.23625,0.238393,0.20413,205318400
2003/4/28,0.240714,0.249286,0.239821,0.2475,0.211928,636798400
2003/4/29,0.249643,0.252857,0.2425,0.251071,0.214986,458236800
2003/4/30,0.24875,0.25625,0.247321,0.253929,0.217433,458175200
2003/5/1,0.254464,0.256964,0.25,0.256429,0.219574,342759200
2003/5/2,0.258214,0.260536,0.256071,0.258036,0.22095,321182400
2003/5/5,0.26375,0.301429,0.263393,0.287321,0.246026,1555708000
2003/5/6,0.287857,0.319643,0.2875,0.3125,0.267586,1514492000
2003/5/7,0.309464,0.325714,0.305536,0.315179,0.26988,1054379200
2003/5/8,0.316071,0.322679,0.30875,0.321429,0.275231,687736000
2003/5/9,0.327321,0.328571,0.319286,0.326786,0.279818,588386400
2003/5/12,0.324107,0.334643,0.32375,0.331429,0.283794,419372800
2003/5/13,0.329107,0.33875,0.320536,0.333393,0.285476,446796000
2003/5/14,0.33625,0.336429,0.329107,0.33125,0.283641,355488000
2003/5/15,0.332143,0.336607,0.329821,0.334464,0.286393,284995200
2003/5/16,0.331964,0.339464,0.326429,0.335714,0.287463,341628000
2003/5/19,0.330893,0.333036,0.3225,0.323214,0.27676,445888800
2003/5/20,0.323214,0.324286,0.314286,0.317679,0.27202,416220000
2003/5/21,0.317679,0.323036,0.315536,0.31875,0.272937,305009600
2003/5/22,0.319464,0.328571,0.316786,0.325714,0.2789,178460800
2003/5/23,0.325179,0.329643,0.320714,0.327143,0.280124,206718400
2003/5/27,0.320714,0.3375,0.319821,0.337143,0.288687,290130400
2003/5/28,0.330357,0.333214,0.324107,0.326429,0.279513,339679200
2003/5/29,0.326607,0.330357,0.319643,0.323214,0.27676,333765600
2003/5/30,0.323571,0.324643,0.313036,0.320536,0.274467,382748800
2003/6/2,0.323214,0.326607,0.308393,0.311607,0.266821,418588800
2003/6/3,0.311429,0.315536,0.303929,0.309107,0.26468,360858400
2003/6/4,0.308929,0.317679,0.306071,0.314286,0.269115,271202400
2003/6/5,0.311607,0.316786,0.309464,0.315,0.269726,205497600
2003/6/6,0.316786,0.322143,0.306071,0.30625,0.262234,241388000
2003/6/9,0.3025,0.304286,0.296964,0.299821,0.256729,259952000
2003/6/10,0.301607,0.30875,0.299107,0.306786,0.262693,176646400
2003/6/11,0.30625,0.312679,0.300179,0.311607,0.266821,225114400
2003/6/12,0.313393,0.319286,0.311607,0.317321,0.271714,252588000
2003/6/13,0.316964,0.320536,0.305893,0.311071,0.266362,191245600
2003/6/16,0.314286,0.32625,0.311607,0.32625,0.279359,238526400
2003/6/17,0.32875,0.330357,0.32125,0.324821,0.278136,177464000
2003/6/18,0.329464,0.347857,0.326964,0.341429,0.292357,454983200
2003/6/19,0.345714,0.350179,0.335179,0.341786,0.292662,381528000
2003/6/20,0.345536,0.349643,0.3375,0.342857,0.29358,356546400
2003/6/23,0.344643,0.351607,0.334821,0.340357,0.291439,307361600
2003/6/24,0.347679,0.35125,0.334286,0.335357,0.287158,514382400
2003/6/25,0.336786,0.346429,0.334107,0.340893,0.291898,329812000
2003/6/26,0.333929,0.345,0.333929,0.344464,0.294956,161705600
2003/6/27,0.344643,0.344821,0.33,0.334464,0.286393,365792000
2003/6/30,0.333571,0.343036,0.331964,0.340357,0.291439,222152000
2003/7/1,0.336964,0.3425,0.330536,0.340893,0.291898,180992000
2003/7/2,0.339821,0.346429,0.339643,0.344107,0.29465,325298400
2003/7/3,0.339286,0.349107,0.338929,0.341607,0.292509,137771200
2003/7/7,0.344107,0.360357,0.341607,0.354821,0.303824,286272000
2003/7/8,0.348571,0.366071,0.348036,0.364286,0.311929,256737600
2003/7/9,0.360893,0.365179,0.355179,0.355179,0.304131,213645600
2003/7/10,0.355,0.356071,0.345893,0.349643,0.29939,170934400
2003/7/11,0.351071,0.357143,0.34875,0.354464,0.303518,136858400
2003/7/14,0.357321,0.364286,0.354821,0.355357,0.304283,188406400
2003/7/15,0.3575,0.361429,0.346964,0.350179,0.299849,206645600
2003/7/16,0.356607,0.357143,0.346071,0.354821,0.303824,250930400
2003/7/17,0.360536,0.374107,0.359464,0.373214,0.319573,751212000
2003/7/18,0.373214,0.378214,0.364286,0.3725,0.318962,298838400
2003/7/21,0.369464,0.371429,0.3625,0.368036,0.31514,183808800
2003/7/22,0.372679,0.374286,0.366071,0.371429,0.318045,198424800
2003/7/23,0.374107,0.374286,0.365357,0.37125,0.317892,143035200
2003/7/24,0.375714,0.383929,0.363929,0.36625,0.31361,229236000
2003/7/25,0.364464,0.385179,0.364286,0.384643,0.32936,216686400
2003/7/28,0.383929,0.383929,0.3725,0.374821,0.32095,170357600
2003/7/29,0.374821,0.376429,0.366429,0.37,0.316821,197120000
2003/7/30,0.370893,0.373214,0.360179,0.362143,0.310094,173594400
2003/7/31,0.370357,0.38125,0.367321,0.376429,0.322327,301464800
2003/8/1,0.375,0.379821,0.368571,0.370179,0.316975,149604000
2003/8/4,0.366607,0.383929,0.362143,0.37875,0.324314,230115200
2003/8/5,0.38125,0.382143,0.358929,0.363929,0.311623,249440800
2003/8/6,0.358214,0.360179,0.348214,0.350536,0.300155,245464800
2003/8/7,0.352321,0.35875,0.346786,0.355893,0.304742,174378400
2003/8/8,0.359107,0.359464,0.35,0.350714,0.300307,137659200
2003/8/11,0.353929,0.355893,0.348393,0.351071,0.300613,137228000
2003/8/12,0.352857,0.353571,0.3475,0.351786,0.301225,164438400
2003/8/13,0.354643,0.363214,0.349643,0.360357,0.308564,284099200
2003/8/14,0.360893,0.363036,0.356071,0.356607,0.305353,192780000
2003/8/15,0.3575,0.358393,0.351071,0.351964,0.301378,125865600
